,id,location,fault_severity,severity_type,resource_type,log_feature,volume,event_type
1141,13593,location 786,0,severity_type 1,resource_type 2,feature 239,2,event_type 24
1142,15446,location 495,0,severity_type 2,resource_type 2,feature 312,19,event_type 35
1143,8100,location 91,0,severity_type 2,resource_type 2,feature 227,2,event_type 35
1144,8694,location 1015,1,severity_type 1,resource_type 8,feature 170,5,event_type 11
1145,7151,location 834,0,severity_type 2,resource_type 8,feature 82,8,event_type 15
1146,4496,location 693,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
1147,8408,location 790,0,severity_type 1,resource_type 2,feature 239,1,event_type 24
1148,15952,location 1,1,severity_type 1,resource_type 8,feature 201,2,event_type 11
1149,15580,location 798,2,severity_type 2,resource_type 8,feature 203,15,event_type 15
1150,6221,location 909,2,severity_type 1,resource_type 8,feature 170,8,event_type 11
1151,4642,location 793,0,severity_type 1,resource_type 8,feature 73,15,event_type 11
1152,14545,location 465,0,severity_type 2,resource_type 2,feature 232,7,event_type 34
1153,9587,location 967,1,severity_type 4,resource_type 8,feature 54,1,event_type 11
1154,7919,location 724,1,severity_type 1,resource_type 8,feature 170,3,event_type 11
1155,13384,location 139,1,severity_type 2,resource_type 2,feature 227,2,event_type 35
1156,3053,location 793,0,severity_type 1,resource_type 8,feature 318,1,event_type 24
1157,472,location 122,0,severity_type 2,resource_type 2,feature 233,7,event_type 35
1158,811,location 314,0,severity_type 2,resource_type 2,feature 312,2,event_type 34
1159,17966,location 795,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
1160,9770,location 696,0,severity_type 2,resource_type 8,feature 54,18,event_type 11
1161,11806,location 479,0,severity_type 2,resource_type 2,feature 234,11,event_type 34
1162,7108,location 1083,2,severity_type 1,resource_type 8,feature 68,2,event_type 11
1163,16491,location 821,2,severity_type 2,resource_type 8,feature 193,2,event_type 15
1164,8922,location 515,0,severity_type 2,resource_type 2,feature 232,99,event_type 35
1165,14724,location 684,1,severity_type 2,resource_type 8,feature 203,18,event_type 15
1166,7820,location 794,0,severity_type 1,resource_type 8,feature 47,3,event_type 14
1167,13196,location 151,1,severity_type 2,resource_type 2,feature 232,2,event_type 35
1168,1381,location 695,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
1169,17200,location 471,0,severity_type 2,resource_type 2,feature 313,4,event_type 34
1170,914,location 714,1,severity_type 2,resource_type 8,feature 170,1,event_type 11
1171,5891,location 839,0,severity_type 4,resource_type 8,feature 170,28,event_type 11
1172,14452,location 484,0,severity_type 2,resource_type 2,feature 310,1,event_type 34
1173,4493,location 821,0,severity_type 1,resource_type 8,feature 71,3,event_type 15
1174,1822,location 1052,1,severity_type 1,resource_type 8,feature 71,1,event_type 15
1175,4097,location 51,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
1176,3815,location 995,2,severity_type 1,resource_type 8,feature 82,22,event_type 11
1177,14397,location 122,0,severity_type 2,resource_type 2,feature 312,6,event_type 35
1178,262,location 994,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
1179,10185,location 1052,2,severity_type 1,resource_type 8,feature 82,75,event_type 11
1180,2464,location 7,0,severity_type 1,resource_type 8,feature 70,19,event_type 11
1181,2725,location 460,1,severity_type 2,resource_type 2,feature 312,14,event_type 35
1182,10474,location 481,0,severity_type 2,resource_type 2,feature 230,22,event_type 34
1183,9198,location 653,2,severity_type 1,resource_type 8,feature 201,2,event_type 15
1184,13354,location 1008,2,severity_type 2,resource_type 8,feature 203,14,event_type 15
1185,12226,location 7,0,severity_type 1,resource_type 8,feature 70,6,event_type 11
1186,12496,location 707,0,severity_type 2,resource_type 8,feature 71,6,event_type 15
1187,2718,location 476,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
1188,4301,location 467,0,severity_type 2,resource_type 2,feature 312,6,event_type 34
1189,11134,location 1083,0,severity_type 1,resource_type 8,feature 170,6,event_type 11
1190,17653,location 1016,1,severity_type 1,resource_type 8,feature 182,1,event_type 11
1191,11079,location 518,0,severity_type 2,resource_type 2,feature 229,1,event_type 34
1192,8096,location 8,0,severity_type 1,resource_type 8,feature 56,2,event_type 15
1193,4721,location 742,0,severity_type 1,resource_type 8,feature 201,2,event_type 15
1194,6069,location 373,0,severity_type 2,resource_type 2,feature 312,27,event_type 35
1195,15313,location 466,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
1196,18179,location 627,0,severity_type 1,resource_type 8,feature 306,3,event_type 11
1197,10587,location 256,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
1198,660,location 124,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
1199,16476,location 881,0,severity_type 1,resource_type 8,feature 68,13,event_type 11
1200,6013,location 126,0,severity_type 2,resource_type 2,feature 312,9,event_type 35
1201,3072,location 118,0,severity_type 2,resource_type 2,feature 232,18,event_type 35
1202,18215,location 931,0,severity_type 1,resource_type 8,feature 203,8,event_type 15
1203,9294,location 140,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
1204,12430,location 267,0,severity_type 2,resource_type 2,feature 227,1,event_type 35
1205,412,location 1080,1,severity_type 1,resource_type 6,feature 273,2,event_type 11
1206,5809,location 124,0,severity_type 2,resource_type 2,feature 312,2,event_type 34
1207,8808,location 495,0,severity_type 2,resource_type 2,feature 316,1,event_type 34
1208,4576,location 477,0,severity_type 2,resource_type 2,feature 314,37,event_type 34
1209,7344,location 424,0,severity_type 2,resource_type 2,feature 315,1,event_type 34
1210,3965,location 91,0,severity_type 2,resource_type 2,feature 235,162,event_type 34
1211,12984,location 942,0,severity_type 1,resource_type 8,feature 273,1,event_type 13
1212,6890,location 844,1,severity_type 1,resource_type 8,feature 206,2,event_type 11
1213,10645,location 710,0,severity_type 2,resource_type 8,feature 73,2,event_type 11
1214,8309,location 1104,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
1215,17659,location 1031,0,severity_type 1,resource_type 8,feature 170,6,event_type 11
1216,836,location 128,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
1217,11692,location 628,0,severity_type 1,resource_type 8,feature 207,1,event_type 11
1218,14575,location 768,0,severity_type 1,resource_type 8,feature 55,3,event_type 11
1219,11586,location 1050,1,severity_type 4,resource_type 8,feature 163,1,event_type 11
1220,9052,location 1100,0,severity_type 1,resource_type 8,feature 203,6,event_type 15
1221,2932,location 957,1,severity_type 4,resource_type 2,feature 360,2,event_type 54
1222,14215,location 692,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
1223,18536,location 821,0,severity_type 1,resource_type 8,feature 71,1,event_type 11
1224,14795,location 469,0,severity_type 2,resource_type 2,feature 232,7,event_type 34
1225,12215,location 122,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
1226,8179,location 839,0,severity_type 1,resource_type 8,feature 68,1,event_type 11
1227,12194,location 1008,0,severity_type 2,resource_type 8,feature 203,2,event_type 15
1228,12186,location 1093,0,severity_type 1,resource_type 8,feature 219,1,event_type 11
1229,11594,location 479,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
1230,3346,location 277,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
1231,18155,location 124,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
1232,12908,location 444,0,severity_type 1,resource_type 2,feature 219,1,event_type 34
1233,4960,location 821,0,severity_type 1,resource_type 8,feature 203,10,event_type 11
1234,12046,location 627,0,severity_type 1,resource_type 8,feature 306,9,event_type 22
1235,2832,location 1061,2,severity_type 2,resource_type 8,feature 82,4,event_type 15
1236,6907,location 325,0,severity_type 1,resource_type 2,feature 301,1,event_type 35
1237,14713,location 155,0,severity_type 2,resource_type 2,feature 301,2,event_type 34
1238,12087,location 1100,2,severity_type 1,resource_type 8,feature 82,10,event_type 11
1239,10809,location 893,0,severity_type 1,resource_type 2,feature 375,1,event_type 43
1240,6754,location 696,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
1241,14182,location 1104,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
1242,13742,location 977,1,severity_type 5,resource_type 9,feature 133,3,event_type 30
1243,7178,location 485,0,severity_type 2,resource_type 2,feature 312,11,event_type 35
1244,2139,location 505,0,severity_type 2,resource_type 2,feature 313,11,event_type 35
1245,7278,location 519,0,severity_type 2,resource_type 2,feature 312,8,event_type 34
1246,10398,location 124,0,severity_type 2,resource_type 2,feature 315,1,event_type 34
1247,9681,location 943,0,severity_type 1,resource_type 8,feature 170,6,event_type 11
1248,12284,location 1031,1,severity_type 1,resource_type 8,feature 54,6,event_type 11
1249,15001,location 1042,2,severity_type 2,resource_type 8,feature 82,10,event_type 15
1250,14164,location 507,0,severity_type 2,resource_type 2,feature 314,4,event_type 34
1251,17405,location 707,0,severity_type 2,resource_type 8,feature 71,1,event_type 15
1252,9927,location 288,1,severity_type 1,resource_type 8,feature 94,1,event_type 11
1253,439,location 842,0,severity_type 1,resource_type 2,feature 239,1,event_type 24
1254,2731,location 845,0,severity_type 2,resource_type 8,feature 203,7,event_type 15
1255,9501,location 1024,0,severity_type 1,resource_type 8,feature 73,5,event_type 11
1256,14206,location 931,1,severity_type 1,resource_type 8,feature 82,3,event_type 15
1257,5196,location 1107,0,severity_type 1,resource_type 8,feature 193,15,event_type 11
1258,18448,location 9,0,severity_type 1,resource_type 8,feature 193,41,event_type 11
1259,2817,location 600,0,severity_type 2,resource_type 8,feature 82,14,event_type 15
1260,13615,location 1084,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
1261,11194,location 1032,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
1262,7848,location 390,1,severity_type 2,resource_type 2,feature 312,7,event_type 35
1263,15143,location 124,0,severity_type 2,resource_type 2,feature 315,3,event_type 34
1264,12912,location 491,0,severity_type 2,resource_type 2,feature 315,9,event_type 34
1265,2241,location 470,0,severity_type 2,resource_type 8,feature 44,1,event_type 11
1266,7740,location 821,1,severity_type 1,resource_type 8,feature 198,1,event_type 15
1267,7828,location 684,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
1268,17080,location 839,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
1269,6054,location 653,2,severity_type 2,resource_type 8,feature 82,12,event_type 15
1270,8112,location 122,0,severity_type 2,resource_type 2,feature 235,2,event_type 35
1271,14561,location 468,0,severity_type 2,resource_type 2,feature 312,5,event_type 34
1272,16244,location 793,0,severity_type 2,resource_type 8,feature 195,3,event_type 11
1273,794,location 646,0,severity_type 1,resource_type 8,feature 203,2,event_type 11
1274,4913,location 380,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
1275,15706,location 691,0,severity_type 1,resource_type 8,feature 75,6,event_type 20
1276,17636,location 834,2,severity_type 2,resource_type 8,feature 82,18,event_type 15
1277,2866,location 931,2,severity_type 1,resource_type 8,feature 82,30,event_type 15
1278,2282,location 704,2,severity_type 1,resource_type 8,feature 82,14,event_type 15
1279,15141,location 919,1,severity_type 1,resource_type 8,feature 202,4,event_type 11
1280,225,location 839,0,severity_type 1,resource_type 8,feature 68,12,event_type 11
1281,14540,location 1026,1,severity_type 1,resource_type 6,feature 68,1,event_type 13
1282,14948,location 1067,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
1283,14715,location 838,0,severity_type 2,resource_type 8,feature 55,1,event_type 11
1284,2852,location 760,0,severity_type 2,resource_type 8,feature 54,2,event_type 11
1285,6747,location 1019,0,severity_type 2,resource_type 8,feature 80,2,event_type 15
1286,12050,location 860,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
1287,10005,location 802,0,severity_type 1,resource_type 8,feature 54,1,event_type 13
1288,841,location 949,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
1289,3785,location 963,0,severity_type 1,resource_type 8,feature 109,1,event_type 11
1290,275,location 704,2,severity_type 2,resource_type 8,feature 203,8,event_type 15
1291,16392,location 239,0,severity_type 2,resource_type 2,feature 232,4,event_type 34
1292,8681,location 375,0,severity_type 2,resource_type 2,feature 313,33,event_type 35
1293,9687,location 469,0,severity_type 2,resource_type 2,feature 232,44,event_type 34
1294,13803,location 1117,0,severity_type 2,resource_type 8,feature 55,2,event_type 11
1295,343,location 375,0,severity_type 2,resource_type 2,feature 233,5,event_type 34
1296,13743,location 878,0,severity_type 1,resource_type 8,feature 195,83,event_type 11
1297,9845,location 613,2,severity_type 1,resource_type 8,feature 71,1,event_type 15
1298,4076,location 790,0,severity_type 1,resource_type 7,feature 134,1,event_type 23
1299,656,location 481,0,severity_type 2,resource_type 2,feature 310,29,event_type 34
1300,6147,location 897,1,severity_type 1,resource_type 2,feature 375,1,event_type 43
1301,12267,location 957,0,severity_type 2,resource_type 8,feature 202,2,event_type 11
1302,1262,location 902,1,severity_type 1,resource_type 8,feature 273,1,event_type 11
